XYDATA,128_03,32_01,32_02,32_03,64_01,64_02,64_03,128_01,128_02,4_02,4_03,8_01,8_02,8_03,16_01,16_02,16_03,0.2_03,1_01,1_02,1_03,2_01,2_02,2_03,4_01,0.2_02,0.2_01,0.1_03,0.1_02,0.1_01
400.1099,665.91,543.491,534.966,571.007,589.484,555.519,613.99,644.924,600.997,501,513.506,520.487,505.494,527.516,530.997,519.014,545.023,492.988,497.483,499.962,496.992,501.484,498.983,503.525,508.505,496.502,499.505,495.482,496.012,494.518
401.1099,669.492,545.567,535.206,570.045,589.533,554.793,614.56,648.846,600.802,500.931,513.364,520.571,506.759,526.959,531.622,517.892,543.786,494.643,498.987,500.931,498.434,502.821,500.214,502.371,508.353,496.492,498.938,495.946,495.467,493.901
402.1099,671.606,549.292,533.56,568.4,588.67,554.398,615.075,652.591,599.877,500.968,513.387,520.044,508.972,526.543,532.845,516.153,542.536,497.635,501.123,500.794,501.004,504.82,501.849,501.483,508.354,496.431,497.965,496.111,495.043,493.704
403.1099,671.074,551.962,531.082,567.029,587.534,554.487,615.017,654.017,598.074,501.472,513.496,519.51,510.482,526.021,533.973,514.542,541.997,500.431,502.485,500.03,502.966,506.464,502.982,501.478,508.493,496.022,497.025,496.479,494.993,493.983
404.1099,667.349,551.614,528.73,566.658,586.716,555.119,614.087,651.647,595.44,502.65,513.628,519.423,510.095,525.238,534.425,513.682,542.638,501.783,502.053,499.059,503.042,506.961,502.925,502.752,508.771,495.081,496.461,497.35,495.443,494.699
405.1099,662.664,549.562,527.054,566.999,586.583,555.942,612.939,646.94,592.875,504.036,513.785,519.56,508.645,524.445,534.106,513.669,543.795,501.707,500.518,498.035,501.963,506.5,501.941,504.7,509.239,493.928,496.19,498.143,495.974,495.4
406.1099,660.021,548.02,526.493,567.486,587.441,556.49,612.49,642.16,591.513,504.981,513.991,519.511,507.519,524.005,533.056,514.452,544.495,500.563,499.041,497.038,501.017,505.542,500.556,506.447,509.965,493.024,496.008,498.035,496.016,495.516
407.1099,661.503,548.667,527.282,567.617,589.309,556.408,613.368,639.193,592.114,504.999,514.212,518.985,507.748,524.18,531.454,515.876,544.052,498.77,498.542,496.149,501.155,504.52,499.236,507.297,510.918,492.745,495.766,496.54,495.187,494.71
408.1099,665.058,550.771,528.748,567.187,590.906,555.832,614.883,638.218,593.74,504.358,514.178,518.2,508.751,524.776,530.097,517.313,543.066,497.004,498.845,495.447,501.817,503.746,498.182,507.37,511.636,493.09,495.546,494.699,493.954,493.695
409.1099,667.469,552.923,529.965,566.07,590.588,555.037,615.977,638.932,594.976,503.534,513.549,517.523,509.489,525.471,529.961,517.999,542.5,496.015,499.471,495.012,502.018,503.494,497.519,507.021,511.534,493.95,495.496,493.982,493.024,493.475
410.1099,666.311,553.964,530.245,564.315,587.31,554.246,615.825,640.874,594.724,502.898,512.148,517.225,509.203,525.978,531.645,517.395,543.033,496.308,500.007,494.918,501.059,503.952,497.301,506.567,510.28,495.149,495.702,495.361,492.963,494.729
411.1099,662.788,553.896,530.006,562.758,582.801,553.445,614.674,642.868,593.337,502.326,510.544,517.149,508.411,526.183,534.024,515.987,544.037,497.275,500.352,495.217,499.56,504.887,497.257,506.183,508.709,496.198,495.966,497.528,493.687,496.643
412.1099,659.146,553.057,529.982,562.462,579.583,552.549,613.082,643.527,591.584,501.549,509.522,517.014,507.995,526.019,535.48,514.56,544.508,497.988,500.498,495.951,498.522,505.949,497.023,506.001,507.992,496.514,496.009,498.517,494.928,497.971
413.1099,657.215,551.775,530.69,564.129,579.576,551.576,611.58,641.946,590.172,500.394,509.638,516.622,508.563,525.435,534.827,513.777,543.724,497.774,500.464,497.074,498.703,506.81,496.4,506.105,508.895,495.758,495.665,496.956,496.398,497.771
414.1099,656.878,550.346,531.63,566.774,581.899,551.001,610.583,639.45,589.514,499.103,510.395,516.177,509.429,524.444,532.887,513.754,542.252,497.15,500.399,498.123,499.74,507.238,495.943,506.343,510.302,494.708,495.308,494.229,497.718,496.511
415.1099,657.456,549.059,532.011,568.927,584.857,551.436,610.474,638.009,589.94,498.043,510.988,515.996,509.536,523.083,531.067,514.442,541.039,496.98,500.487,498.509,500.944,507.033,496.432,506.498,510.551,494.469,495.467,492.521,498.482,495.066
416.1099,658.323,548.154,531.244,569.441,586.983,553.214,611.456,638.995,591.579,497.532,510.837,516.292,508.212,521.479,530.462,515.703,540.819,497.851,500.848,497.836,501.753,506.107,498.365,506.409,508.52,495.79,496.493,493.439,498.409,494.182
417.1099,659.102,547.649,529.712,568.705,587.902,555.354,612.909,640.941,593.617,497.657,510.406,516.773,506.615,520.206,530.704,516.959,541.318,499.058,501.283,496.594,502.199,504.904,500.93,506.183,505.621,497.76,497.903,495.879,497.777,493.995
418.1099,659.496,547.499,528.08,567.558,587.557,556.493,613.97,641.551,594.967,498.438,510.467,517.003,506.435,519.969,530.998,517.505,541.971,499.518,501.5,495.538,502.485,504.027,502.93,506.005,504.009,498.982,498.966,497.936,497.035,494.457
419.1099,659.306,547.634,526.907,566.753,586.029,555.657,613.986,639.194,594.792,499.814,511.58,516.683,508.809,521.237,530.753,516.871,542.288,498.475,501.293,495.269,502.754,503.915,503.433,506.022,505.228,498.449,499.11,498.114,496.575,495.462
420.1099,658.829,547.872,526.246,566.635,584.051,553.708,613.295,635.388,593.437,501.34,513.31,516.164,512.24,523.373,530.352,515.709,542.15,496.726,500.858,495.679,502.852,504.253,502.752,506.209,507.939,496.998,498.509,496.836,496.531,496.625
421.1099,658.505,548,526.003,567.426,582.55,552.055,612.532,632.577,591.601,502.461,514.929,515.989,514.458,525.41,530.466,515.006,541.547,495.525,500.51,496.453,502.534,504.5,501.566,506.484,509.953,496.013,497.555,495.09,496.961,497.472
422.1099,658.632,547.852,526.086,569.168,582.216,551.804,612.207,632.593,589.893,502.789,515.861,516.521,513.769,526.588,531.528,515.529,540.539,495.804,500.494,497.297,501.654,504.24,500.466,506.767,509.612,496.507,496.624,493.766,497.837,497.652
423.1099,658.835,547.485,526.428,571.048,582.618,552.666,612.267,634.362,588.513,502.74,516.259,517.276,511.206,527.113,532.873,517.015,539.526,496.968,500.717,498.025,500.512,503.637,499.608,506.971,507.779,497.75,496.009,493.284,498.711,497.375
424.1099,658.541,547.025,526.967,571.996,582.995,553.934,612.488,635.957,587.539,502.967,516.486,517.516,508.605,527.476,533.505,518.895,539.004,497.971,500.988,498.486,499.539,503.026,499.023,507.005,506.058,498.498,495.98,493.928,499.011,497.014
425.1099,657.425,546.6,527.635,571.212,582.821,554.984,612.622,635.931,587.054,503.915,516.783,516.777,507.424,528.02,532.725,520.581,539.359,497.999,501.111,498.584,499.07,502.678,498.719,506.838,505.716,497.828,496.67,495.784,498.359,496.872
426.1099,656.33,546.365,528.338,569.148,582.666,555.561,612.293,635.105,587.154,505.04,516.813,515.862,507.338,528.395,531.207,521.387,540.435,497.323,500.874,498.5,498.978,502.548,498.592,506.717,506.44,496.331,497.575,498.004,497.267,496.912
427.1099,656.441,546.482,528.972,566.625,583.422,555.521,611.091,634.962,587.94,505.509,516.067,515.948,507.501,528.047,530.031,520.6,541.92,496.532,500.06,498.493,499.001,502.503,498.506,506.971,507.455,495.041,498.004,499.467,496.515,496.997
428.1099,658.498,547.042,529.419,564.428,585.579,554.86,608.882,636.522,589.415,504.752,514.268,517.795,507.28,526.62,530.029,517.854,543.478,496.104,498.604,498.758,498.953,502.455,498.37,507.803,508.118,494.767,497.449,499.349,496.675,497.019
429.1099,661.165,547.816,529.505,563.176,587.764,554.226,606.823,638.634,591.119,503.419,512.214,520.226,507.044,524.678,530.888,514.423,544.667,495.992,497.137,499.164,499.013,502.542,498.302,508.828,508.411,495.261,496.264,498.216,497.38,497
430.1099,662.502,548.478,529.038,563.442,588.063,554.455,606.452,639.518,592.457,502.515,511.016,521.498,507.455,523.053,531.957,512.057,545.012,496,496.496,499.491,499.465,502.969,498.483,509.488,508.498,495.971,495.047,497.039,497.985,496.999
431.1099,661.141,548.77,527.963,565.458,585.203,556.042,608.75,637.934,592.96,502.776,511.491,520.379,508.897,522.38,532.658,512.075,544.235,495.972,497.265,499.558,500.474,503.794,499.061,509.355,508.537,496.448,494.323,496.603,498.007,497.085
432.1099,658.325,548.737,526.859,567.902,580.864,557.908,612.177,635.124,592.73,503.712,513.104,517.97,510.497,522.376,532.74,513.786,542.947,495.941,498.881,499.378,501.659,504.416,500.053,508.596,508.657,496.729,494.268,496.848,497.693,497.367
433.1099,656.051,548.511,526.489,569.008,577.574,558.523,614.464,633.04,592.034,504.485,514.936,516.042,511.019,522.5,532.046,515.919,542.017,495.995,500.451,499.017,502.482,504.046,501.437,507.543,508.981,496.988,494.956,497.472,497.499,497.968
434.1099,655.821,548.208,527.376,567.603,577.283,556.852,613.901,633.168,591.128,504.426,516.2,515.943,509.662,522.37,530.58,517.385,542.072,496.201,501.254,498.557,502.547,502.232,503.081,506.533,509.551,497.369,496.368,498.185,497.756,498.91
435.1099,656.913,547.868,528.982,565.182,579.35,554.083,611.278,634.876,590.224,503.662,516.726,517.116,507.586,522.339,529.081,517.928,542.654,496.544,501.349,498.158,502.087,500.048,504.363,505.9,510.039,497.878,498.06,498.764,498.223,499.772
436.1099,657.981,547.511,530.464,563.993,582.401,552.034,608.095,636.942,589.517,502.538,516.519,518.466,506.499,522.963,528.493,517.531,543.001,496.985,501.015,497.999,501.516,498.998,504.522,505.982,510.014,498.48,499.466,499,498.499,500.009
437.1099,657.972,547.174,531.148,565.595,585.194,552.037,605.668,638.295,589.186,501.454,515.649,519.086,507.55,524.545,529.427,516.313,542.525,497.449,500.506,498.182,501.182,500.144,503.122,506.928,509.234,499.106,500.117,498.755,498.265,499.249
438.1099,657.122,546.961,531.083,568.525,587.065,553.31,604.523,638.558,589.318,501.032,514.495,518.892,509.397,526.268,531.018,515.001,541.404,497.714,499.966,498.464,501.171,502.604,501.155,508.068,508.288,499.537,499.953,498.181,497.561,497.886
439.1099,656.023,546.995,530.517,570.485,587.51,554.485,604.969,637.54,589.978,501.958,513.517,518.027,510.016,527.004,531.995,514.494,540.031,497.512,499.509,498.505,501.489,504.958,500.006,508.505,507.993,499.508,499.03,497.515,496.527,496.526
440.1099,655.175,547.388,529.724,569.81,586.266,554.539,607.049,635.285,591.133,504.521,513.097,516.708,508.064,525.996,531.475,515.365,538.751,496.704,499.22,498.078,502.109,506.083,500.606,507.639,508.877,498.863,497.516,496.961,495.342,495.686
441.1099,654.671,548.201,529.082,567.559,584.091,553.928,609.683,632.837,592.329,507.32,513.272,515.486,505.11,524.079,530.236,516.774,537.711,495.687,499.071,497.447,502.852,506.11,501.948,506.137,510.227,497.892,496.074,496.606,494.364,495.497
442.1099,654.5,549.481,528.996,565.516,582.02,553.501,611.489,631.504,592.997,508.503,513.988,514.999,503.502,522.512,529.501,517.501,537.006,495.004,499.001,497.003,503.494,505.509,502.504,505.007,510.998,497.009,495.498,496.5,493.999,495.99
443.1099,654.636,551.11,529.705,565.07,580.862,553.861,611.46,632.153,592.729,506.855,515.124,515.673,504.876,522.266,530.092,516.724,536.736,495.074,498.961,497.075,503.864,504.727,501.247,504.954,510.476,496.516,496.296,496.651,494.501,497.091
444.1099,655,552.279,530.751,565.96,580.482,554.589,610.146,633.805,591.761,503.812,516.284,517.064,507.906,523.109,531.179,515.294,537.024,495.812,498.955,497.738,504.001,504.115,499.219,505.415,509.308,496.267,497.792,496.89,495.509,498.298
445.1099,655.5,552,531.5,567.5,580.5,555,608.5,635,590.5,501.5,517,518.5,510.5,524.5,531.5,514.5,538,497,499,499,504,504,498,505.5,508.5,496,499,497,496.5,499
446.1099,655.972,549.688,531.495,569.034,580.606,554.613,607.362,634.678,589.296,501.482,516.941,519.408,511.072,525.931,530.247,515.216,539.651,498.399,499.109,500.74,503.931,504.565,498.69,504.65,508.711,495.545,499.194,496.824,497.057,498.77
447.1099,655.97,546.369,531.009,570.03,580.764,553.763,607.113,633.366,588.271,503.073,516.32,519.6,510.077,527.04,528.427,516.629,541.396,499.684,499.279,502.327,503.777,505.414,500.464,503.623,509.227,495.111,498.673,496.442,497.185,497.93
448.1099,654.977,543.47,530.495,569.99,581.004,552.992,608.021,631.985,587.491,505.024,515.489,518.986,508.478,527.5,527.5,517.502,542.508,500.507,499.503,503,503.495,506.004,502.014,503.509,508.987,495.002,497.992,495.994,496.996,496.989
449.1099,652.766,542.113,530.338,568.673,581.338,552.686,610.075,631.283,587.011,506.311,514.711,517.612,507.118,527.147,528.424,516.973,542.518,500.604,499.799,502.247,503.085,505.953,502.386,505.018,507.345,495.383,497.591,495.613,496.633,496.336
450.1099,650.216,542.251,530.663,566.837,581.701,552.635,612.182,631.328,586.848,506.78,513.919,516.046,506.375,526.442,530.237,515.646,541.933,500.042,500.266,500.505,502.692,505.489,501.973,507.398,505.239,495.88,497.466,495.415,496.371,495.897
451.1099,648.471,543.551,531.533,565.477,582.007,552.491,612.993,632.029,587.009,506.481,512.969,514.983,506.519,525.996,531.516,514.481,541.496,498.963,501.027,498.442,502.499,504.988,501.492,509.549,503.988,495.993,497.502,495.508,496.513,495.487
452.1099,648.409,545.643,532.831,565.226,582.182,552.021,611.78,633.167,587.444,505.544,511.865,514.953,507.645,526.192,531.25,514.244,541.755,497.587,502.094,496.665,502.591,504.768,501.472,510.619,504.501,495.457,497.59,495.939,497.189,494.996
453.1099,649.915,548.005,533.778,565.386,582.186,551.421,610.108,634.07,587.88,504.381,511.164,515.891,509.214,526.57,529.942,514.984,542.547,496.413,503.079,495.575,502.7,504.932,501.751,510.665,506.179,494.872,497.621,496.522,497.895,494.592
454.1099,652.647,550.081,533.444,564.953,581.986,550.988,610.063,633.962,587.994,503.471,511.551,517.591,510.546,526.476,528.439,516.581,543.546,496.006,503.5,495.525,502.478,505.538,502.007,509.955,508.078,495.035,497.489,497.017,497.981,494.506
455.1099,656.026,551.391,531.321,563.345,581.597,550.953,612.82,632.458,587.597,503.127,513.322,519.697,511.125,525.549,527.464,518.742,544.401,496.667,503.032,496.685,501.764,506.517,502.001,508.753,509.452,496.403,497.166,497.241,497.121,494.935
456.1099,658.645,551.721,528.372,561.453,581.196,551.324,616.366,630.539,586.966,503.092,515.425,521.317,511.027,524.437,527.287,520.554,544.675,497.778,501.889,498.586,501.065,507.362,501.787,507.32,510.233,498.24,496.906,497.21,496.123,495.958
457.1099,658.917,550.911,525.879,560.489,580.997,552.057,617.995,629.483,586.481,502.984,516.513,521.444,510.453,524.01,528.083,520.967,543.911,498.521,500.401,500.623,501.03,507.474,501.48,505.916,510.504,499.549,497.025,496.981,496.043,497.627
458.1099,656.119,549.052,524.82,561.219,581.166,553.048,616.046,630.191,586.543,502.594,515.773,519.599,509.631,524.714,529.841,519.411,541.95,498.377,498.959,502.203,502.024,506.547,501.189,504.805,510.317,499.697,497.679,496.647,497.439,499.806
459.1099,652.395,547.048,525.162,562.931,581.705,553.987,612.323,632.319,587.645,502.29,514.148,517.054,508.869,525.595,531.933,516.927,539.608,497.813,498.15,502.789,503.461,505.255,501.003,504.262,509.628,499.247,498.501,496.419,499.228,501.728
460.1099,650.475,545.971,526.664,564.615,582.586,554.521,609.34,635.263,590.293,502.556,512.948,515.44,508.491,525.414,533.606,514.887,537.907,497.5,498.601,501.85,504.56,504.476,501.01,504.564,508.371,499.008,499.02,496.528,499.99,502.498
461.1099,652.022,546.416,528.926,565.569,583.766,554.463,608.793,638.357,594.353,503.613,513.051,515.762,508.652,523.53,534.362,514.279,537.53,497.858,500.47,499.355,504.726,504.691,501.251,505.808,506.653,499.431,498.908,497.068,498.912,501.606
462.1099,655.37,547.485,531.044,566.065,585.156,554.147,609.831,640.73,597.691,504.857,514.005,517.073,508.972,521.182,534.509,514.86,538.117,498.535,502.446,496.819,503.938,505.161,501.634,507.528,505.114,499.85,498.295,497.701,497.082,499.74
463.1099,658.206,547.992,532.02,566.566,586.661,554.006,611.105,641.475,597.783,505.52,515.101,518.048,508.971,519.974,534.506,516.146,539.106,499.028,502.935,496.057,502.289,504.911,502.04,509.149,504.501,499.383,497.399,498.004,495.958,497.823
464.1099,658.951,547.254,531.291,567.294,588.043,554.244,611.655,640.15,593.5,505.104,515.748,517.844,508.455,520.853,534.645,517.659,540.109,499.019,501.174,497.985,500.095,503.455,502.312,510.169,505.17,497.6,496.453,497.773,496.393,496.582
465.1099,658.173,546.068,529.57,567.768,588.656,554.396,611.654,637.677,587.782,503.887,515.715,517.04,508.08,522.857,534.72,518.936,541.242,498.73,498.842,500.888,498.332,501.747,502.177,510.302,506.34,495.391,495.729,497.441,497.48,496.162
466.1099,656.83,545.498,527.804,567.382,587.78,553.876,611.482,635.229,584.307,502.289,514.835,516.469,508.654,524.677,534.433,519.519,542.714,498.482,498.059,502.572,498.092,501,501.345,509.301,507.027,493.886,495.51,497.559,497.991,496.606
467.1099,655.668,546.137,526.753,565.87,585.197,552.477,611.441,633.663,585.221,500.765,513.226,516.666,510.436,525.45,533.678,519.175,544.486,498.468,499.909,501.805,499.849,501.892,499.79,507.296,506.726,493.81,495.904,498.42,497.191,497.713
468.1099,654.857,547.293,526.676,563.904,582.061,551.025,611.625,632.985,588.472,499.861,511.797,517.351,512.177,525.538,532.865,518.296,545.828,498.537,502.644,499.988,502.378,503.632,498.221,505.448,506.256,494.781,496.56,499.616,495.693,498.618
469.1099,654.471,548.055,527.742,562.315,579.757,550.524,612.091,633.053,591.294,500.141,511.587,518.102,512.372,525.511,532.491,517.383,545.895,498.474,504.039,498.968,504.165,505.183,497.471,505.094,506.658,496.229,497.046,500.62,494.335,498.345
470.1099,654.536,547.965,529.725,561.698,579.166,551.46,612.757,633.635,591.935,501.779,512.995,518.561,510.381,525.693,532.758,516.796,544.342,498.227,502.938,499.79,504.329,505.821,497.969,506.805,508.336,497.643,497.118,501,493.726,496.595
471.1099,654.96,547.713,531.379,562.052,579.876,553.005,613.181,634.276,591.225,503.968,514.788,518.525,507.768,525.781,533.114,516.528,542.088,498.147,500.924,501.448,503.592,505.629,499.113,509.202,510.07,498.673,497.008,500.568,493.873,494.802
472.1099,655.633,548.171,531.299,563.277,581.272,554.123,612.869,634.484,590.398,505.744,515.478,517.818,506.44,525.374,532.888,516.513,540.252,498.65,500.003,502.614,502.93,504.82,500.141,510.604,510.39,498.991,497.026,499.176,494.691,494.672
473.1099,656.421,549.617,529.007,565.061,582.824,554.292,611.608,633.976,590.231,506.493,514.38,516.583,507.304,524.367,531.781,516.669,539.534,499.801,501.184,502.484,502.903,503.662,500.572,510.099,508.697,498.526,497.363,497.018,495.952,496.917
474.1099,657.129,550.93,526.219,566.58,584.211,554.195,609.862,632.968,590.415,506.422,512.721,515.73,508.903,523.352,530.37,516.878,539.633,500.84,503.097,501.493,503.085,502.558,500.591,508.606,506.469,497.819,497.944,495.102,497.091,499.906
475.1099,657.556,550.791,524.962,566.937,585.139,554.69,608.19,631.746,590.482,505.861,511.999,516.272,509.439,523.02,529.358,517.016,540.107,500.888,504.032,500.255,502.908,501.93,500.48,507.305,505.482,497.494,498.649,494.55,497.494,501.67
476.1099,657.723,548.707,526.162,565.865,585.389,556.093,607.048,630.755,590.184,505.138,512.971,518.44,508.168,523.676,529.088,516.99,540.696,499.619,503.143,499.245,502.177,502.025,500.434,506.95,506.595,497.863,499.345,495.799,496.931,501.202
477.1099,658.145,546.007,528.325,564.474,584.9,557.527,606.662,630.778,589.747,504.591,514.76,520.734,506.655,524.773,529.117,516.785,541.547,497.926,501.481,498.628,501.511,502.704,500.455,507.36,508.659,498.55,499.852,497.78,496.006,499.612
478.1099,659.394,544.254,529.641,564.053,583.632,557.959,607.226,632.641,589.462,504.553,516.274,521.435,506.764,525.653,528.9,516.395,542.858,496.859,500.348,498.529,501.636,503.776,500.517,508.227,510.263,499.089,499.99,499.227,495.433,498.283
479.1099,661.364,544.351,529.193,565.133,581.768,556.873,608.603,636.268,589.526,505.025,516.83,519.891,509.135,525.93,528.232,515.894,544.588,496.968,500.449,498.866,502.759,504.967,500.583,509.105,510.635,499.221,499.681,499.421,495.544,498.061
480.1099,662.567,545.853,527.876,566.712,579.934,554.79,609.989,639.757,589.956,505.327,516.57,517.613,511.926,525.767,527.603,515.528,546.212,497.787,501.287,499.147,504.032,505.835,500.583,509.272,510.3,499.111,499.061,498.747,495.897,498.7
481.1099,661.363,548.151,526.799,567.608,578.806,552.36,610.506,640.999,590.74,504.707,515.738,516.363,513.006,525.394,527.584,515.56,547.151,498.73,502.221,498.83,504.491,505.924,500.447,507.978,509.938,498.972,498.291,497.724,495.96,499.822
482.1099,657.568,550.555,526.709,567.291,578.638,550.298,609.828,639.238,591.64,503.051,514.649,516.928,511.478,525.031,528.364,516.05,547.109,499.415,502.784,497.772,503.765,505.139,500.192,505.359,509.915,498.934,497.592,496.774,495.502,500.948
483.1099,653.716,552.226,527.681,566.454,578.897,549.434,608.665,636.243,591.982,501.445,513.757,518.266,508.747,524.877,529.418,516.675,546.329,499.838,502.833,496.568,502.606,504.068,499.996,503.193,510.012,498.964,497.291,496.139,494.855,501.423
484.1099,652.612,552.317,529.707,565.917,578.969,550.601,607.833,634.044,591.057,501.091,513.525,519.144,506.461,525.126,530.15,517.07,545.11,500.039,502.262,495.892,501.877,503.368,500.055,503.422,509.949,499.014,497.72,496.036,494.413,500.575
485.1099,655.08,550.719,532.277,566.039,578.761,553.702,607.707,633.617,588.967,502.267,514.038,519.031,505.532,525.75,530.247,516.974,543.712,500.072,501.258,496.109,501.989,503.346,500.448,506.404,509.578,499.044,498.77,496.44,494.51,498.364
486.1099,658.554,548.589,534.02,566.389,579.067,557.045,607.908,634.131,587.198,503.666,514.737,518.59,505.614,526.342,529.887,516.307,542.327,500.028,500.503,497.059,502.571,503.712,501.05,509.796,508.979,499.036,499.571,496.901,495.377,495.822
487.1099,660.164,547.192,533.502,566.467,580.754,558.8,607.988,634.586,587.348,503.844,515.008,518.594,506.239,526.464,529.292,515.014,541.143,499.994,500.715,498.528,503.176,504.118,501.72,511.019,508.255,498.972,499.197,496.94,497.228,494.078
488.1099,658.927,547.025,530.659,566.06,583.627,558.239,607.819,634.45,589.521,502.458,514.701,519.299,507.11,525.999,528.708,513.452,540.357,499.876,501.901,500.146,503.481,504.364,502.336,509.246,507.638,498.843,497.609,496.511,499.723,493.727
489.1099,656.801,547.378,527.565,565.411,585.842,556.358,607.774,633.921,591.48,500.891,514.397,520.157,508.198,525.332,528.411,512.634,540.188,499.294,502.952,501.299,503.355,504.477,502.81,506.392,507.562,498.652,496.167,496.254,501.653,494.531
490.1099,655.97,547.446,526.445,564.799,585.448,554.294,608.262,633.26,590.829,500.651,514.731,520.556,509.494,524.888,528.676,513.611,540.847,497.857,502.684,501.363,502.69,504.503,503.06,504.585,508.464,498.403,496.322,496.856,501.758,496.177
491.1099,657.037,546.933,527.833,564.516,582.328,552.791,609.325,632.701,587.332,502.128,515.814,520.156,510.778,524.83,529.502,516.318,542.226,495.747,500.905,500.322,501.592,504.537,503.043,504.743,510.176,498.099,498.311,498.318,499.896,498.198
492.1099,658.351,546.269,529.848,564.864,578.986,552.036,610.48,632.437,583.827,504.116,517.013,519.01,511.529,524.946,530.498,519.073,543.759,493.967,498.832,499.022,500.484,504.735,502.774,506.054,511.668,497.74,500.631,499.673,497.518,499.912
493.1099,658.132,545.93,530.467,566.132,578.072,552.162,611.212,632.651,583.327,505.31,517.65,517.209,511.223,525,531.246,520.099,544.851,493.559,497.77,498.363,499.802,505.252,502.274,507.583,511.863,497.331,501.673,499.9,496.169,500.632
494.1099,656.268,546.058,529.195,568.055,580.125,553.013,611.246,633.16,586.389,505.331,517.545,515.219,509.933,524.833,531.514,519.004,545.257,494.719,498.207,498.613,499.681,505.933,501.657,508.691,510.534,496.966,500.889,498.9,496.286,500.253
495.1099,654.815,546.367,527.516,569.643,582.957,554.049,610.619,633.319,590.396,505.002,517.156,513.99,508.514,524.389,531.312,517.223,545.174,496.547,499.57,499.224,499.866,506.224,501.149,509.13,508.549,496.861,499.101,497.762,496.873,499.414
496.1099,655.898,546.549,527.007,569.889,584.252,554.714,609.404,632.476,592.585,505.2,516.969,514.466,507.85,523.627,530.666,516.284,544.832,498.087,501.223,499.606,500.084,505.566,500.981,508.687,506.837,497.23,497.217,497.621,496.869,498.794
497.1099,659.439,546.63,528.02,568.661,583.438,554.718,608.132,630.884,592.274,506.119,517.028,516.463,508.136,522.772,529.793,516.718,544.422,498.995,502.698,499.532,500.226,504.045,501.21,507.499,505.959,497.944,495.972,498.567,496.16,498.726
498.1099,662.777,547.024,529.466,566.854,581.984,554.078,607.87,629.855,591.216,507.144,516.853,518.474,508.76,522.357,529.122,517.859,544.092,499.636,503.727,499.2,500.381,502.509,501.696,506.112,506.042,498.477,495.899,499.459,495.746,499.132
499.1099,663.2,548.143,530.202,565.405,581.432,552.844,609.655,630.71,591.248,507.629,515.963,518.972,509.08,522.911,529.079,518.988,543.974,500.4,504.063,498.832,500.649,501.82,502.282,505.082,507.167,498.305,497.479,499.136,496.637,499.907
500.1099,660.5,549.744,529.88,564.803,582.247,551.463,612.963,633.453,592.73,507.291,514.557,517.885,508.864,524.345,529.638,519.716,543.862,501.236,503.769,498.57,501.136,502.055,502.735,504.603,508.903,497.539,500.144,497.629,498.583,500.745
501.1099,657.116,550.893,528.982,565.067,583.749,550.801,615.619,636.693,594.458,506.232,513.556,516.674,508.316,525.919,530.3,520.014,543.192,501.628,503.229,498.472,501.955,502.469,502.746,504.487,510.27,496.966,502.22,496.233,499.996,501.13
502.1099,655.513,550.68,528.028,566.169,585.219,551.687,615.482,639.015,595.2,504.58,513.859,516.809,507.665,526.896,530.563,519.871,541.435,501.06,502.828,498.588,503.198,502.313,502.019,504.528,510.311,497.359,502.066,496.241,499.309,500.569
503.1099,656.081,549.389,527.453,567.627,586.218,553.722,612.792,639.796,594.681,502.728,515.179,518.356,507.254,527.19,530.429,519.265,539.194,499.515,502.604,498.835,504.515,501.652,500.712,504.519,509.064,498.548,499.867,497.633,496.726,499.224
504.1099,657.235,548.436,527.61,568.523,586.582,555.337,610.052,639.173,593.531,501.315,516.098,520.049,507.539,527.338,530.373,518.162,538.144,497.448,502.264,499.005,505.143,501.32,499.413,504.252,507.514,499.466,497.546,499.14,494.136,497.88
505.1099,657.407,549.183,528.822,567.994,586.166,555.023,609.711,637.338,592.4,500.951,515.257,520.635,508.93,527.871,530.86,516.552,539.871,495.34,501.526,498.9,504.362,502.124,498.705,503.542,506.638,499.076,496.987,499.518,493.396,497.304
506.1099,656.682,551.209,530.891,566.393,585.072,553.062,611.676,634.924,591.587,501.59,513.08,519.972,511.018,528.808,531.827,514.875,543.616,493.738,500.509,498.606,502.579,503.817,498.858,502.609,506.675,497.511,498.222,498.787,494.617,497.455
507.1099,656.551,552.577,533.18,565.108,583.609,551.259,613.697,632.94,591.102,502.622,511.513,518.871,512.698,529.733,532.758,513.961,546.63,493.251,499.675,498.45,501.156,505.258,499.868,502.015,507.23,495.897,499.7,498.046,496.432,497.605
508.1099,658.415,551.464,535.055,565.457,582.092,551.353,613.597,632.337,590.93,503.454,512.384,518.132,512.916,530.24,533.15,514.576,546.306,494.415,499.463,498.738,501.378,505.354,501.679,502.291,507.905,495.319,499.923,498.345,497.488,497.068
509.1099,661.669,548.433,536.134,567.238,580.819,553.314,611.312,633.032,590.89,503.955,515.116,518.005,511.731,530.281,532.843,516.298,543.082,496.674,499.827,499.364,502.941,504.138,503.559,503.345,508.558,495.838,498.814,499.509,497.388,496.052
510.1099,664.191,545.85,536.231,569.092,580.08,555.779,608.383,634.165,590.674,504.346,517.311,518.32,510.04,530.083,531.937,517.786,539.701,498.641,500.355,499.908,504.336,502.502,504.263,504.613,509.243,496.735,497.384,500.438,496.457,495.447
