XYDATA,128_03,32_01,32_02,32_03,64_01,64_02,64_03,128_01,128_02,4_02,4_03,8_01,8_02,8_03,16_01,16_02,16_03,0.2_03,1_01,1_02,1_03,2_01,2_02,2_03,4_01,0.2_02,0.2_01,0.1_03,0.1_02,0.1_01
600.1099,652.173,543.856,524.722,561.622,578.562,550.828,609.37,620.833,587.868,505.761,514.123,516.686,508.598,522.335,531.017,516.129,537.417,499.834,500.154,498.415,501.098,504.908,498.954,506.557,506.682,495.917,496.622,495.466,495.112,497.083
601.1099,652.423,546.166,523.466,562.849,581.181,552.203,608.839,622.151,588.496,504.373,514.538,516.549,510.754,522.474,532.049,516.907,539.672,501.372,500.971,497.179,501.398,504.087,499.861,506.999,506.495,495.541,497.802,498.17,494.913,496.127
602.1099,652.785,547.105,524.692,563.128,581.792,553.562,606.488,623.808,588.053,502.41,513.908,516.297,511.045,522.55,530.851,517.053,540.658,501.255,500.587,496.64,501.979,504.055,500.25,506.657,506.636,495.455,498.528,498.751,495.8,495.815
603.1099,653.218,546.615,527.654,562.458,580.723,554.572,603.345,624.81,587.132,500.62,512.545,516.075,509.579,522.443,528.367,516.763,540.353,499.946,499.635,496.702,502.606,504.597,500.158,505.799,506.995,495.524,498.732,497.772,497.204,495.958
604.1099,653.899,545.198,530.718,561.171,579.157,554.999,601.119,624.212,586.925,499.961,511.133,515.995,507.274,522.064,526.572,516.506,539.172,498.603,499.419,496.973,502.986,504.996,500.003,505.05,507.448,495.516,498.541,496.996,497.999,496.022
605.1099,654.914,543.389,532.486,559.689,578.083,554.681,601.143,621.491,588.294,501.105,510.3,516.132,505.036,521.385,527.021,516.681,537.543,498.185,500.894,497.115,502.904,504.657,500.106,504.928,507.882,495.28,498.086,497.827,497.33,495.616
606.1099,655.824,541.898,532.933,558.924,577.376,553.883,602.615,618.51,590.217,503.116,510.348,516.364,503.676,520.719,528.881,517.241,535.976,498.509,503.006,497.098,502.606,503.707,500.247,505.342,508.242,495.117,497.521,499.614,495.911,495.189
607.1099,656.008,541.492,532.514,559.954,576.522,553.015,603.984,617.968,591.007,504.49,511.466,516.5,503.972,520.497,530.482,517.973,535.009,498.993,504.003,497.002,502.497,502.523,500.011,505.987,508.496,495.484,497.008,500.986,495.004,495.482
608.1099,655.034,542.622,531.621,563.306,575.223,552.396,604.112,621.65,589.52,504.118,513.625,516.422,506.293,520.999,530.579,518.665,535.018,499.157,502.668,496.927,502.828,501.491,499.169,506.566,508.637,496.651,496.679,500.931,495.501,496.951
609.1099,653.285,544.389,530.388,567.147,574.108,551.941,603.605,627.457,586.903,502.578,515.875,516.336,509.265,521.858,529.729,519.079,535.698,498.954,500.071,497.046,503.178,501.035,498.259,506.807,508.769,498.085,496.525,499.949,496.71,498.834
610.1099,651.362,545.537,528.877,569.018,574.052,551.458,603.534,632.259,584.91,500.89,517.022,516.531,511.053,522.533,528.969,518.975,536.561,498.453,497.886,497.557,502.949,501.587,498.022,506.446,509.027,499.039,496.502,498.943,497.523,500.044
611.1099,649.878,545.242,527.271,567.44,575.564,550.895,604.56,633.809,584.715,499.887,516.333,517.112,510.498,522.676,529.065,518.295,537.236,497.797,497.306,498.485,501.876,503.23,498.848,505.428,509.439,499.014,496.527,498.57,497.21,499.858
612.1099,649.5,544.059,526.132,564.055,577.972,550.639,606.051,632.671,585.638,499.8,514.555,517.597,508.59,522.545,529.917,517.598,537.712,497.371,497.975,499.32,500.752,504.934,499.995,504.371,509.689,498.298,496.394,498.704,496.256,498.709
613.1099,650.896,542.817,526.1,561.122,580.376,551.167,607.115,629.97,586.632,500.74,512.724,517.389,506.747,522.519,531.253,517.566,538.052,497.606,499.23,499.445,500.581,505.452,500.501,504.022,509.394,497.335,495.873,499.067,495.387,497.256
614.1099,654.143,542.163,527.403,560.147,581.993,552.601,607.175,626.821,587.087,502.561,511.534,516.251,505.934,522.813,532.626,518.447,538.33,498.636,500.487,498.554,501.775,504.233,499.865,504.694,508.483,496.47,495.019,499.378,495.116,496.059
615.1099,657.876,542.308,529.283,560.814,582.326,554.209,606.41,624.309,587.45,504.5,510.842,514.81,506.027,523.241,533.166,519.381,538.66,499.87,501.343,497.097,503.332,502.412,498.713,505.645,507.632,495.811,494.578,499.367,495.438,495.435
616.1099,660.528,543.393,530.842,562.538,580.928,555.139,605.112,623.509,588.317,505.71,510.386,513.816,506.738,523.565,531.949,519.345,539.157,500.617,501.428,495.634,504.046,501.367,497.83,505.985,507.621,495.427,495.386,498.764,496.271,495.658
617.1099,661.325,545.167,531.567,564.586,577.992,554.943,603.547,624.677,589.885,505.738,510.119,513.746,507.786,523.735,528.991,517.954,539.804,500.499,500.719,494.611,503.407,501.656,497.709,505.446,508.628,495.328,497.491,497.599,497.344,496.609
618.1099,660.954,546.666,531.652,565.953,574.88,553.911,601.938,626.57,591.611,504.859,510.385,514.567,508.895,524.061,526.018,516.047,540.343,499.715,499.836,494.269,502.175,502.349,498.304,504.9,509.728,495.409,499.493,496.441,498.043,497.446
619.1099,660.244,546.869,531.369,565.627,573.058,552.415,600.502,627.799,592.883,503.427,511.56,516.184,509.793,524.877,524.911,514.593,540.496,498.532,499.455,494.818,501.237,502.369,499.509,505.324,509.896,495.556,499.863,495.911,497.732,497.265
620.1099,659.471,545.736,531.005,563.607,573.031,550.921,599.546,627.822,593.395,501.875,513.404,518.133,510.33,526.079,526.033,514.119,540.207,497.361,499.772,496.107,500.961,501.478,500.96,506.809,508.885,495.759,498.356,496.121,496.412,495.998
621.1099,658.128,544.606,530.872,561.308,573.953,550.026,599.504,627.273,593.27,500.743,514.82,519.428,510.524,526.942,527.623,514.498,539.731,496.818,500.308,497.479,500.995,500.607,501.933,508.212,507.535,496.159,496.524,496.475,494.977,494.748
622.1099,655.695,544.86,531.266,560.204,574.899,550.305,600.797,626.857,592.667,500.557,514.696,519.087,510.407,526.726,527.828,515.547,539.344,497.503,500.548,498.257,500.944,500.738,501.713,508.337,506.748,496.893,496.001,496.35,494.363,494.667
623.1099,652.73,546.343,532.094,560.494,575.536,551.562,603.294,626.705,591.844,501.329,513.23,517.224,509.945,525.456,526.462,516.872,539.204,499.114,500.309,498.245,500.709,501.98,500.452,507.015,506.857,497.747,497.006,495.758,494.838,495.892
624.1099,650.957,547.25,532.839,561.012,576.159,552.766,606.273,626.342,591.159,502.513,512.025,515.13,509.042,523.975,525.136,517.847,539.347,500.385,499.771,497.762,500.513,503.492,499.23,505.187,507.582,498.13,498.241,495.401,495.952,497.47
625.1099,652.036,545.835,532.999,560.607,577.072,552.92,608.986,625.318,590.971,503.55,512.632,514.08,507.623,523.129,525.449,517.872,539.78,500.087,499.135,497.147,500.582,504.425,499.109,503.809,508.613,497.474,498.413,495.96,497.228,498.441
626.1099,655.649,542.667,532.599,559.463,578.148,552.222,610.741,624.133,591.501,504.127,514.641,514.162,506.056,523.072,527.364,517.069,540.158,498.427,498.689,496.58,500.923,504.484,500.003,503.24,509.645,495.961,497.519,497.242,498.308,498.634
627.1099,659.854,540.219,532.102,558.862,578.905,551.851,610.895,624.07,592.867,504.135,516.027,514.492,505.071,523.389,529.501,516.184,539.849,496.788,498.792,496.117,501.365,503.831,500.89,503.347,510.378,494.385,496.614,498.339,498.936,498.521
628.1099,662.764,540.765,531.945,559.97,578.893,552.868,608.927,626.247,595.088,503.513,514.952,514.251,505.318,523.686,530.56,515.919,538.313,496.455,499.738,495.806,501.742,502.661,500.817,503.962,510.534,493.5,496.678,498.412,498.898,498.562
629.1099,663.652,543.782,532.143,562.285,578.106,554.661,605.689,629.727,597.14,502.694,512.185,513.707,506.43,523.941,530.586,516.295,536.138,497.222,501.092,495.626,501.969,501.388,499.938,504.698,510.101,493.421,497.475,497.599,498.426,498.877
630.1099,662.509,547.003,532.446,564.267,576.816,555.578,602.881,632.286,597.355,502.417,510.12,513.804,507.406,524.366,530.461,516.881,534.616,497.957,501.963,495.519,502.016,500.565,499.094,505.031,509.229,493.865,498.014,496.649,498.027,499.378
631.1099,659.49,548.407,532.594,564.566,575.326,554.247,601.999,632.015,594.392,503.264,510.802,515.303,507.403,525.113,530.941,517.29,534.846,497.692,501.595,495.455,501.85,500.668,499.018,504.561,508.086,494.552,497.451,496.249,498.147,499.947
632.1099,655.902,548.081,532.281,563.389,574.16,551.589,602.824,629.557,589.539,504.56,513.424,517.487,506.883,525.855,531.728,517.56,536.342,496.843,500.348,495.636,501.407,501.568,499.52,503.848,506.929,495.294,496.156,496.534,498.718,500.3
633.1099,653.594,547.099,531.179,561.676,573.941,549.592,604.339,626.746,585.311,505.048,515.842,518.946,506.918,526.037,532.03,517.934,537.883,496.468,499.098,496.375,500.61,502.856,499.979,503.906,506.063,495.942,495.066,497.381,499.429,500.074
634.1099,654.055,546.422,529.139,560.26,575.127,549.853,605.66,625.185,583.816,503.803,516.307,518.579,508.3,525.232,531.269,518.583,538.477,497.371,498.574,497.879,499.474,504.107,499.909,505.458,505.739,496.368,494.932,498.605,499.973,499.074
635.1099,656.763,546.361,527.014,559.364,577.245,551.774,606.667,625.159,584.87,501.762,515.284,517.021,510.262,523.714,530.078,519.246,538.431,498.922,498.671,499.778,498.534,504.827,499.575,507.631,505.927,496.549,495.462,499.688,500.082,498.032
636.1099,660.505,547.001,526,559,579.503,554.003,607.501,626.503,587.504,500.5,513.999,515.499,511.501,521.998,529.5,519.502,538.5,500.001,499,501.502,498.501,504.499,499.5,509.001,506.501,496.5,496,500,499.499,498.001
637.1099,664.047,548.22,526.865,559.199,581.23,555.402,608.315,628.837,590.744,501.109,513.427,514.99,511.125,520.613,530.214,519.048,539.201,499.808,499.246,502.553,499.754,502.857,500.063,508.583,507.347,496.269,496.055,499.165,498.15,499.567
638.1099,666.068,549.047,528.681,560.067,582.244,555.701,609.305,630.952,593.596,502.748,513.543,515.469,509.887,520.15,531.431,518.072,540.093,498.843,499.395,502.716,501.343,500.643,501.052,507.15,508.409,496.036,495.777,497.844,496.697,501.455
639.1099,665.223,548.303,530.096,561.728,582.487,554.846,610.678,631.428,595.064,504.095,514.07,516.659,508.946,521.212,531.995,516.889,540.5,497.926,499.514,501.848,501.985,498.852,502.11,505.909,509.645,496.015,495.475,496.95,495.983,501.929
640.1099,661.157,545.512,530.261,564.02,581.977,553.097,612.315,629.598,594.576,504.238,514.711,518.177,509.031,523.825,531.236,515.808,539.977,497.622,499.709,500.071,501.047,498.227,502.97,505.667,510.92,496.312,495.369,497.037,496.459,500.086
641.1099,656.346,542.209,529.776,565.959,580.959,551.617,613.164,626.941,592.768,503.449,515.104,519.331,509.637,526.345,529.868,515.106,538.74,497.767,500.22,498.268,499.753,498.796,503.619,506.08,511.832,496.738,495.415,497.624,497.445,497.417
642.1099,653.763,540.284,529.498,566.419,579.719,551.726,612.01,625.32,590.497,502.209,514.878,519.379,510.035,526.841,528.851,515.055,537.124,498.065,501.303,497.454,499.659,500.459,504.092,506.597,511.929,497.046,495.525,498.048,498.062,495.836
643.1099,654.674,540.788,529.927,564.956,578.541,553.788,608.503,625.723,588.568,501.012,513.967,518.18,509.869,524.68,528.725,515.732,535.539,498.305,502.886,498.021,501.378,502.857,504.365,506.831,511.04,497.072,495.613,498.03,497.864,496.289
644.1099,656.784,543.018,530.819,562.55,577.714,556.169,604.097,627.312,587.679,500.368,512.935,516.842,509.548,521.944,529.144,516.781,534.546,498.455,504.198,499.066,503.567,505.087,504.303,506.74,509.567,496.816,495.601,498.098,497.299,497.695
645.1099,657.381,546.051,531.835,560.351,577.523,557.004,600.463,629.026,588.502,500.786,512.423,516.618,509.576,521.029,529.657,517.795,534.718,498.504,504.396,499.533,504.652,506.193,503.754,506.326,507.985,496.302,495.415,498.87,496.929,498.731
646.1099,655.757,548.956,532.669,558.931,578.074,555.728,598.592,630.023,590.855,502.283,512.749,517.742,510.106,522.582,530.071,518.604,536.022,498.384,503.342,499.093,504.047,505.945,502.796,505.704,506.7,495.745,495.157,500.273,497.008,498.777
647.1099,654.288,550.79,533.063,557.972,579.202,553.778,598.423,629.806,593.248,504.127,513.745,518.889,510.751,524.557,530.587,519.428,537.495,497.94,501.991,498.536,502.686,505.232,501.851,505.158,506.015,495.656,495.202,501.168,497.32,498.292
648.1099,655.519,550.647,532.774,557.099,580.71,552.722,599.791,627.943,594.121,505.534,515.186,518.64,511.089,524.745,531.427,520.506,538.128,497.021,501.357,498.715,501.612,505.012,501.359,504.987,506.21,496.544,495.932,500.37,497.618,497.819
649.1099,659.335,548.75,531.887,556.405,582.135,553.057,602.115,625.08,593.183,506.097,516.533,516.824,510.871,522.816,532.376,521.594,537.865,495.787,501.561,499.539,501.321,505.361,501.433,505.372,507.2,498.158,497.264,497.93,497.8,497.596
650.1099,662.594,546.608,530.864,556.526,582.711,554.058,604.339,623.097,591.587,505.848,516.887,514.69,510.051,520.58,532.723,521.871,537.738,494.752,501.701,499.841,501.682,505.357,501.812,506.367,508.484,499.383,498.589,495.307,497.936,497.519
651.1099,662.177,545.716,530.164,558.061,581.72,554.953,605.447,623.815,590.512,504.85,515.41,513.521,508.629,519.868,531.789,520.54,538.76,494.428,500.887,498.485,502.523,504.102,502.221,507.983,509.551,499.133,499.295,493.971,498.091,497.459
652.1099,658.224,546.171,529.839,560.477,579.533,555.278,605.558,626.981,590.268,503.38,512.656,513.865,507.177,520.902,529.909,517.895,540.628,494.933,499.393,495.89,503.547,502.003,502.491,509.631,510.126,497.633,499.25,494.249,498.132,497.19
653.1099,653.617,546.895,529.604,562.293,577.434,554.833,605.746,630.594,590.434,501.898,510.352,515.649,506.75,522.544,528.272,515.194,541.935,496.053,498.468,493.782,504.355,500.568,502.542,510.215,510.13,496.213,498.722,495.505,497.756,496.405
654.1099,651.13,546.876,529.2,562.173,576.637,553.497,606.988,632.736,590.583,500.838,510.093,518.692,508.26,523.698,527.968,513.638,541.398,497.55,499.242,493.754,504.577,501.16,502.305,508.765,509.516,496.103,498,497.091,496.712,494.865
655.1099,651.419,546.271,528.811,560.676,577.244,551.956,608.837,632.985,590.505,500.355,511.65,521.789,510.914,524.198,528.73,513.372,539.474,499.014,501.208,495.526,504.245,503.191,501.81,505.838,508.538,497.06,497.433,498.523,495.383,493.082
656.1099,653.83,545.952,528.889,559.532,578.672,551.392,609.975,631.845,590.12,500.423,513.666,523.109,512.861,524.445,529.457,513.851,537.699,499.929,502.847,497.661,503.631,504.868,501.144,502.938,507.632,497.937,497.407,499.419,494.541,492.034
657.1099,657.596,546.617,529.787,560.182,580.352,552.738,609.288,629.82,589.431,500.979,514.884,521.2,512.536,524.787,529.204,514.541,537.413,499.879,502.855,498.876,503.003,504.668,500.399,501.393,507.185,497.749,498.185,499.48,494.851,492.549
658.1099,661.246,547.588,531.074,561.795,581.885,555.034,607.271,627.316,589.051,501.667,514.891,517.472,510.578,525.096,528.273,515.046,538.432,499.193,501.576,499.147,502.564,503.204,499.666,501.134,507.191,496.813,499.1,498.997,496.14,494.277
659.1099,662.995,547.579,531.969,562.533,582.947,556.476,605.135,624.697,589.862,502.003,513.65,514.608,508.606,525.031,527.525,515.04,539.893,498.531,500.092,499.012,502.486,502.033,499.041,501.469,507.472,496.029,499.073,498.521,497.864,496.35
660.1099,661.609,545.714,531.848,561.052,583.257,555.71,603.935,622.367,592.393,501.642,511.327,514.683,507.921,524.387,527.634,514.341,541.03,498.388,499.293,498.912,502.858,502.378,498.626,501.863,507.826,496.088,497.366,498.507,499.468,497.976
661.1099,658.624,543.224,530.868,558.539,582.749,553.657,603.918,620.928,595.385,500.944,509.115,516.668,508.174,523.648,528.325,513.547,541.59,498.406,499.068,498.802,503.348,503.731,498.569,502.569,507.939,496.64,494.983,498.911,500.363,498.766
662.1099,656.455,541.999,529.433,556.979,581.424,551.955,605.076,621.047,597.018,500.493,508.529,518.553,508.504,523.517,529.023,513.515,541.48,497.962,498.994,498.479,503.493,505.042,499.034,504.091,507.462,497.003,493.473,499.529,499.946,498.46
663.1099,656.708,543.217,527.974,557.682,579.44,551.772,607.131,623,596.099,500.697,510.417,518.868,508.319,524.354,529.32,514.753,540.717,496.707,498.773,497.83,502.998,505.555,500.034,506.562,506.314,496.707,493.862,500.127,497.979,497.041
664.1099,658.173,545.553,527.019,559.602,577.496,552.619,608.854,625.693,593.642,501.352,513.292,518.015,507.982,525.342,529.393,516.473,539.698,495.258,498.539,497.053,502.158,505.546,501.064,508.822,505.364,496.032,495.332,500.357,495.503,495.358
665.1099,659.023,547.134,527.111,561.173,576.413,553.649,608.811,627.739,591.142,502.123,515.159,516.808,508.067,525.401,529.543,517.584,538.903,494.442,498.522,496.414,501.396,505.514,501.508,509.426,505.687,495.421,496.662,499.849,493.832,494.444
666.1099,658.238,546.926,528.37,561.439,576.662,554.3,606.427,628.271,589.635,502.729,514.921,515.885,508.82,523.99,529.893,517.42,538.602,494.759,498.86,496.18,500.999,505.678,501.085,507.77,507.632,495.178,497.1,498.54,493.704,494.838
667.1099,656.77,545.943,529.875,560.925,577.858,554.714,603.237,627.716,589.028,503.032,513.688,515.445,509.686,521.884,530.123,516.414,538.554,495.91,499.469,496.625,500.919,505.565,500.346,505.294,509.779,495.273,497.038,497.126,494.442,495.862
668.1099,655.86,545.497,530.555,560.38,579.49,555.138,601.079,626.685,589.06,502.919,512.892,515.622,509.996,520.046,529.847,515.175,538.444,497.475,500.229,498.016,501.057,504.601,499.961,503.736,510.454,495.624,497.037,496.406,495.158,496.663
669.1099,656.013,546.055,530.05,560.275,580.947,555.596,600.845,625.514,589.447,502.503,513.174,516.384,509.433,519.059,528.982,514.249,538.164,499.081,500.885,500.148,501.383,502.776,500.218,503.844,509.123,496.136,497.37,496.751,495.483,496.811
670.1099,656.46,546.62,529.23,560.615,581.455,555.729,601.781,624.058,589.868,502.3,513.809,517.414,508.291,518.837,527.967,514.07,537.964,500.437,500.945,501.995,501.984,501.045,500.744,504.655,507.222,496.697,497.807,497.774,495.935,496.617
671.1099,656.326,546.078,529.065,561.349,580.257,555.155,602.976,622.135,590.007,502.847,513.95,518.368,506.927,519.229,527.283,515.042,538.127,501.263,499.916,502.474,502.947,500.44,501.105,505.054,506.353,497.191,498.073,499.017,497.104,496.464
672.1099,655.523,544.268,529.788,562.258,577.801,553.96,603.828,620.096,589.868,504.089,513.272,518.99,505.768,520.102,527.183,516.865,538.669,501.36,498.132,501.401,503.92,501.121,501.087,504.686,507.027,497.514,497.975,500.066,498.82,496.601
673.1099,654.938,542.216,530.713,562.909,576.029,552.814,604.112,618.945,589.851,505.236,512.099,519.132,505.325,521.343,527.63,518.314,539.284,500.63,496.952,499.706,504.006,502.169,500.744,504.136,508.398,497.579,497.424,500.558,499.976,497.117
674.1099,655.451,540.986,531.127,562.889,576.849,552.387,603.658,619.66,590.352,505.499,510.79,518.669,506.072,522.834,528.56,518.17,539.652,499.003,497.708,498.359,502.35,502.641,500.158,504.022,509.565,497.308,496.365,500.168,499.481,498.079
675.1099,656.703,540.975,530.86,562.356,579.787,552.658,602.815,621.881,591.171,504.964,509.602,517.749,507.702,524.301,529.736,516.554,539.555,496.781,500.059,497.769,499.506,502.405,499.578,504.484,510.195,496.77,495.288,499.199,497.672,499.284
676.1099,657.234,541.986,530.229,561.976,582.248,552.989,602.402,624.063,591.58,504.492,508.703,516.767,509.208,525.329,530.764,514.85,538.871,494.596,502.176,497.848,497.281,502.043,499.402,505.24,510.461,496.173,495.167,498.514,496.155,500.29
677.1099,655.723,543.762,529.557,562.353,581.823,552.796,603.153,624.756,590.932,504.87,508.256,516.106,509.662,525.543,531.278,514.382,537.519,493.071,502.352,498.471,497.349,502.124,499.979,505.996,510.536,495.714,496.845,498.898,496.406,500.682
678.1099,652.876,545.6,529.078,563.176,579.048,552.329,604.681,624.075,589.68,505.757,508.396,515.95,509.272,525.031,531.291,515.154,535.883,492.552,500.856,499.318,499.354,502.761,501.035,506.508,510.442,495.478,499.53,500.041,497.933,500.416
679.1099,650.681,546.514,528.964,563.555,576.321,552.366,605.894,623.123,588.974,506.091,509.242,516.351,508.969,524.175,531.054,516.292,534.639,493.216,499.209,499.942,501.656,503.773,501.908,506.561,510.102,495.473,501.39,500.939,498.997,499.682
680.1099,650.815,545.72,529.353,562.745,575.7,553.531,605.828,622.901,589.759,505.001,510.855,517.283,509.518,523.319,530.789,516.972,534.383,495.138,498.743,499.956,502.791,504.962,502.006,506.007,509.445,495.697,500.909,500.734,498.138,498.674
681.1099,652.52,543.936,530.102,561.125,576.547,555.261,604.561,623.567,591.381,503.077,512.905,518.139,510.403,522.487,530.487,516.917,535.076,497.68,499.28,499.412,502.722,505.997,501.318,505.155,508.446,496.069,498.972,499.686,496.087,497.574
682.1099,653.96,542.544,530.948,559.577,577.025,556.466,602.634,624.897,592.479,501.555,514.887,518.058,510.542,521.565,530.037,516.105,536.4,499.891,499.97,498.56,502.05,506.495,500.092,504.521,507.099,496.475,497.53,498.558,494.542,496.558
683.1099,653.737,542.64,531.627,558.83,575.784,556.345,600.664,626.564,592.047,501.41,516.344,516.497,509.166,520.497,529.367,514.612,537.972,500.976,500.126,497.644,501.33,506.167,498.636,504.506,505.553,496.774,498.046,497.971,494.805,495.795
684.1099,652.614,543.911,531.878,558.895,573.86,555.509,599.639,627.732,590.801,502.323,517.077,514.478,507.048,519.525,528.611,512.997,539.084,500.91,499.848,496.883,500.9,505.196,497.556,504.954,504.697,496.692,499.591,497.874,496.226,495.412
685.1099,652.003,545.616,531.443,559.56,573.012,554.996,600.658,627.41,589.983,503.583,516.963,513.496,505.43,518.983,527.963,511.976,538.933,499.905,499.479,496.489,501.033,503.908,497.548,505.538,505.646,495.918,500.509,498.012,497.564,495.526
686.1099,652.775,547.07,530.275,560.521,574.337,555.452,604.084,625.22,590.444,504.536,516.027,514.48,505.16,519.071,527.623,512.07,537.182,498.254,499.316,496.588,501.833,502.61,498.912,506.004,508.847,494.429,499.704,498.128,497.897,496.151
687.1099,654.019,547.777,529.026,561.164,576.77,556.238,607.885,622.777,591.771,504.71,514.79,516.506,505.801,519.552,527.815,513.127,535.019,496.523,499.51,497.034,502.869,501.54,500.662,506.328,512.583,493.142,497.907,497.976,497.347,496.969
688.1099,654.468,547.281,528.484,560.819,578.812,556.457,609.547,622.099,593.293,503.672,513.867,518.278,506.659,520.102,528.764,514.848,533.938,495.331,500.18,497.621,503.598,500.921,501.554,506.533,514.697,493.161,496.218,497.313,496.249,497.593
689.1099,653.606,545.591,528.967,559.325,579.513,555.724,607.945,624.02,594.47,501.521,513.612,518.943,507.314,520.585,530.354,516.835,534.654,495.007,501.324,498.196,503.702,500.818,501.051,506.629,514.013,494.827,495.403,496.134,494.997,497.829
690.1099,652.588,543.74,529.746,557.654,579.134,554.79,605.017,626.766,595.05,499.53,513.793,518.625,507.954,521.273,531.709,518.452,536.165,495.237,502.662,498.71,503.357,500.948,500.179,506.599,511.519,496.797,495.487,494.969,494.115,497.903
691.1099,652.773,542.891,529.963,556.918,578.104,554.543,603.093,628.237,594.822,499.113,514.099,517.582,508.842,522.488,531.866,519.039,537.252,495.627,503.881,499.129,502.804,500.983,500.155,506.423,508.489,497.518,496.393,494.413,494.138,498.092
692.1099,654.47,543.569,529.421,557.524,576.852,555.192,603.145,627.687,593.896,500.549,514.285,516.173,509.853,524.154,530.649,518.464,537.437,495.959,504.733,499.415,502.275,500.846,501.262,506.061,505.901,496.579,497.816,494.648,495.079,498.385
693.1099,656.387,545.327,528.933,558.809,575.813,555.907,604.082,626.435,592.867,502.399,514.2,514.917,510.273,525.588,529.083,517.451,537.377,496.295,505.073,499.526,501.984,500.84,502.356,505.446,504.289,495.306,499.106,495.227,496.161,498.331
694.1099,657.137,547.625,529.359,560.031,575.403,555.805,604.666,625.921,592.346,503.13,513.709,514.327,509.372,526.081,528.253,516.783,537.802,496.715,504.771,499.421,502.141,501.284,502.217,504.524,504.123,495.12,499.604,495.665,496.568,497.463
695.1099,656.342,549.658,530.59,560.724,575.543,554.883,604.442,626.234,592.343,502.627,512.853,514.392,507.361,525.585,528.276,516.717,538.861,497.234,503.928,499.115,502.756,502.177,500.737,503.65,505.262,496.118,499.194,495.821,496.245,495.904
696.1099,654.699,550.335,531.492,560.72,575.621,554.074,603.782,626.022,592.22,502.281,511.865,514.544,505.446,524.759,528.237,516.923,540.088,497.79,502.882,498.683,503.635,503.169,498.998,503.617,506.907,496.99,498.342,495.923,495.943,494.399
697.1099,652.992,548.686,530.989,559.904,575.073,554.287,603.104,624.053,591.412,503.439,510.988,514.24,504.806,524.249,527.257,517.056,540.994,498.313,501.976,498.205,504.559,503.918,498.078,505.147,508.264,496.473,497.523,496.204,496.388,493.691
698.1099,652.488,545.652,529.569,558.715,574.347,555.448,602.879,621.744,590.758,505.78,510.517,513.639,505.571,524.049,525.716,517.116,541.195,498.653,501.438,497.781,505.123,504.408,498.25,507.689,508.99,494.939,497.014,496.707,497.373,493.99
699.1099,654.815,543.586,528.871,558.004,574.637,556.752,603.616,622.471,592.137,507.753,510.784,513.418,507.09,523.675,524.927,517.366,540.386,498.598,501.412,497.524,504.783,504.866,499.191,509.744,509.076,493.969,496.939,497.338,498.003,495.119
700.1099,661.149,544.511,530.307,558.496,576.93,557.468,605.685,628.979,597.047,507.955,512.023,514.153,508.734,522.712,526.015,517.997,538.371,497.998,501.973,497.53,503.129,505.478,500.548,509.968,508.572,494.948,497.386,497.978,497.51,496.857
701.1099,668.763,547.345,533.103,559.795,580.302,557.595,608.266,638.241,603.52,506.493,513.61,515.456,510.211,521.452,528.34,518.441,535.876,497.238,502.623,497.732,500.928,506.016,501.833,508.502,507.96,497.38,498.163,498.347,496.332,498.684
702.1099,672.951,549.434,535.372,560.931,582.859,557.506,609.937,644.297,607.828,504.241,514.491,516.45,511.399,520.547,530.369,517.721,534.095,496.973,502.576,497.978,499.542,506.044,502.49,506.242,507.94,499.809,498.934,498.078,495.521,499.931
703.1099,670.119,548.685,535.603,561.136,583.079,557.498,609.586,642.56,607.032,502.035,513.866,516.455,512.175,520.502,530.865,515.203,533.974,497.66,501.284,498.149,500.03,505.234,502.122,504.037,508.994,500.978,499.397,496.977,495.901,500.075
704.1099,662.84,546.149,534.37,560.752,581.514,557.419,607.845,636.048,602.556,500.458,512.331,515.878,512.409,521.015,530.242,512.262,535.09,498.666,499.516,498.292,501.767,503.872,501.198,502.465,510.392,500.764,499.429,495.776,497.028,499.399
705.1099,655.779,543.944,532.956,560.502,579.422,556.971,605.935,630.357,597.311,500.01,510.962,515.498,511.968,521.512,529.479,511.004,536.554,498.987,498.488,498.512,503.558,502.448,500.485,502.009,510.995,499.428,498.971,495.521,498.027,498.464
706.1099,652.694,543.692,532.326,560.901,578.009,556.208,604.852,629.685,593.843,500.919,510.602,515.891,510.865,521.618,529.336,512.808,537.652,498.028,498.98,498.818,504.444,501.411,500.519,502.844,510.116,497.355,498.109,496.805,498.258,497.72
707.1099,654.121,545.253,532.323,561.743,578.305,556.45,604.788,633.254,593.417,502.45,511.282,516.913,509.639,521.666,529.8,516.286,538.29,496.638,500.217,498.889,504.311,501.07,501.034,504.049,508.684,495.383,497.43,498.606,497.923,497.229
708.1099,659.878,548.097,532.538,562.658,581.298,559.288,605.757,639.188,597.006,503.656,512.849,518.259,508.939,522.141,530.687,519.394,538.512,495.987,501.083,498.333,503.234,501.701,501.585,504.467,507.982,494.446,497.635,499.549,497.409,496.968
709.1099,668.61,551.416,532.63,563.302,586.876,564.815,607.561,645.447,604.192,503.976,514.958,519.582,509.127,523.164,531.763,520.755,538.403,496.658,500.987,497.125,501.586,503.244,501.914,503.617,508.587,494.972,498.868,498.903,496.953,496.899
710.1099,676.235,553.754,532.408,563.39,592.372,569.623,609.503,649.611,611.316,503.74,516.819,520.43,509.883,523.989,532.671,520.651,538.151,497.87,500.564,496.103,500.427,504.856,502.205,502.605,509.438,496.218,499.982,497.443,496.446,496.945
